ReviewId, ReviewersNum, AveReliability, MimReliability, Status, PatchType
7114, 1, 0.820896, 0.820896, merged, AllCorrect
7115, 1, 0.690909, 0.690909, merged, AllCorrect
7116, 1, 0.823529, 0.823529, merged, AllCorrect
7117, 1, 0.889796, 0.889796, merged, AllCorrect
7118, 1, 0.955556, 0.955556, merged, AllCorrect
7119, 2, 0.875763, 0.785714, merged, AllCorrect
7120, 1, 0.856115, 0.856115, merged, AllCorrect
7121, 1, 0.890244, 0.890244, merged, AllCorrect
7122, 1, 0.873737, 0.873737, merged, AllCorrect
7123, 1, 0.826087, 0.826087, merged, AllCorrect
7124, 1, 0.941799, 0.941799, merged, AllCorrect
7126, 1, 0.890688, 0.890688, merged, AllCorrect
7127, 1, 0.924901, 0.924901, merged, AllCorrect
7128, 1, 0.833333, 0.833333, merged, AllCorrect
7129, 5, 0.855601, 0.400000, merged, AllCorrect
7130, 1, 0.840000, 0.840000, merged, AllCorrect
7131, 1, 0.960000, 0.960000, merged, AllCorrect
7132, 1, 0.840909, 0.840909, merged, AllCorrect
7133, 1, 0.841808, 0.841808, merged, AllCorrect
7134, 1, 0.842697, 0.842697, merged, AllCorrect
7135, 1, 0.843575, 0.843575, merged, AllCorrect
7136, 2, 0.858662, 0.843373, merged, NotConsensus
7137, 1, 0.904255, 0.904255, merged, AllCorrect
7138, 1, 0.978022, 0.978022, merged, AllCorrect
7139, 1, 0.978261, 0.978261, merged, AllCorrect
7140, 1, 0.914439, 0.914439, abandoned, AllInCorrect
7141, 1, 0.891129, 0.891129, merged, AllCorrect
7142, 1, 0.905263, 0.905263, abandoned, AllInCorrect
7143, 1, 0.774194, 0.774194, merged, AllCorrect
7144, 1, 0.902439, 0.902439, merged, AllCorrect
7145, 1, 0.904762, 0.904762, merged, AllCorrect
7146, 1, 0.777778, 0.777778, merged, AllCorrect
7147, 2, 0.858931, 0.844444, merged, NotConsensus
7148, 1, 0.895833, 0.895833, merged, AllCorrect
7149, 1, 0.857143, 0.857143, merged, AllCorrect
7150, 1, 0.875000, 0.875000, merged, AllCorrect
7151, 1, 0.909091, 0.909091, merged, AllCorrect
7152, 1, 0.891566, 0.891566, merged, AllCorrect
7153, 1, 0.874372, 0.874372, merged, AllCorrect
7154, 1, 0.753333, 0.753333, abandoned, AllCorrect
7155, 1, 0.892000, 0.892000, merged, AllCorrect
7156, 1, 0.958333, 0.958333, merged, AllCorrect
7157, 1, 0.959016, 0.959016, merged, AllCorrect
7158, 2, 0.435714, 0.300000, merged, AllCorrect
7159, 2, 0.670455, 0.590909, merged, AllCorrect
7160, 1, 0.978495, 0.978495, merged, AllCorrect
7161, 1, 0.961538, 0.961538, merged, AllCorrect
7162, 1, 0.962264, 0.962264, merged, AllCorrect
7163, 1, 0.962963, 0.962963, merged, AllCorrect
7164, 1, 0.963636, 0.963636, merged, AllCorrect
7165, 1, 0.964286, 0.964286, merged, AllCorrect
7166, 1, 0.964912, 0.964912, merged, AllCorrect
7167, 1, 0.965517, 0.965517, merged, AllCorrect
7168, 1, 0.966102, 0.966102, merged, AllCorrect
7169, 1, 0.966667, 0.966667, merged, AllCorrect
7170, 1, 0.967213, 0.967213, merged, AllCorrect
7171, 1, 0.967742, 0.967742, merged, AllCorrect
7172, 1, 0.968254, 0.968254, merged, AllCorrect
7173, 1, 0.968750, 0.968750, merged, AllCorrect
7174, 1, 0.969231, 0.969231, merged, AllCorrect
7175, 1, 0.969697, 0.969697, merged, AllCorrect
7176, 1, 0.960199, 0.960199, merged, AllCorrect
7177, 1, 0.858156, 0.858156, merged, AllCorrect
7178, 1, 0.840659, 0.840659, merged, AllCorrect
7179, 1, 0.841530, 0.841530, merged, AllCorrect
7180, 1, 1.000000, 1.000000, merged, AllCorrect
7181, 1, 0.816327, 0.816327, merged, AllCorrect
7182, 1, 0.925197, 0.925197, merged, AllCorrect
7183, 1, 0.942105, 0.942105, merged, AllCorrect
7184, 1, 0.907216, 0.907216, merged, AllCorrect
7185, 1, 0.925490, 0.925490, merged, AllCorrect
7186, 1, 0.804348, 0.804348, merged, AllCorrect
7187, 4, 0.243083, 0.000000, merged, AllCorrect
7188, 1, 0.859155, 0.859155, merged, AllCorrect
7189, 1, 0.473684, 0.473684, merged, AllCorrect
7190, 2, 0.607234, 0.574468, merged, AllCorrect
7191, 3, 0.586996, 0.523810, merged, AllCorrect
7192, 3, 0.593383, 0.545455, merged, AllCorrect
7193, 3, 0.690707, 0.600000, merged, AllCorrect
7194, 2, 0.594643, 0.589286, merged, AllCorrect
7195, 2, 0.565385, 0.564103, merged, AllCorrect
7196, 2, 0.540879, 0.534884, merged, AllCorrect
7197, 3, 0.550493, 0.531915, merged, AllCorrect
7198, 3, 0.498757, 0.482759, merged, AllCorrect
7199, 3, 0.456984, 0.411765, abandoned, AllInCorrect
7200, 2, 0.423258, 0.388889, abandoned, AllCorrect
7201, 1, 0.861111, 0.861111, merged, AllCorrect
7202, 1, 1.000000, 1.000000, merged, AllCorrect
7203, 1, 0.814189, 0.814189, merged, AllCorrect
7206, 2, 0.407407, 0.000000, merged, AllCorrect
7207, 1, 0.815436, 0.815436, merged, AllCorrect
7208, 1, 0.942408, 0.942408, merged, AllCorrect
7209, 1, 0.466667, 0.466667, merged, AllCorrect
7210, 1, 0.483871, 0.483871, merged, AllCorrect
7211, 1, 0.492063, 0.492063, merged, AllCorrect
7212, 1, 0.500000, 0.500000, merged, AllCorrect
7213, 1, 0.507692, 0.507692, merged, AllCorrect
7214, 1, 0.515152, 0.515152, merged, AllCorrect
7215, 1, 0.942708, 0.942708, merged, AllCorrect
7216, 1, 0.943005, 0.943005, merged, AllCorrect
7217, 1, 0.896907, 0.896907, merged, AllCorrect
7218, 2, 0.898037, 0.870293, merged, AllCorrect
7219, 1, 0.777778, 0.777778, abandoned, AllInCorrect
7220, 2, 0.610989, 0.307692, merged, AllCorrect
7221, 2, 0.636905, 0.357143, merged, AllCorrect
7222, 2, 0.678209, 0.437500, merged, AllCorrect
7223, 2, 0.691427, 0.522388, merged, NotConsensus
7224, 1, 0.536232, 0.536232, merged, AllCorrect
7225, 1, 0.405405, 0.405405, merged, AllCorrect
7226, 1, 0.926070, 0.926070, merged, AllCorrect
7227, 2, 0.884374, 0.842391, abandoned, AllCorrect
7228, 3, 0.571538, 0.000000, merged, AllCorrect
7229, 1, 0.926641, 0.926641, merged, AllCorrect
7230, 1, 0.696429, 0.696429, merged, AllCorrect
7231, 3, 0.773009, 0.500000, abandoned, AllInCorrect
7232, 1, 0.689655, 0.689655, merged, AllCorrect
7233, 1, 0.873333, 0.873333, merged, AllCorrect
7234, 2, 0.730270, 0.694915, merged, NotConsensus
7235, 1, 0.836207, 0.836207, merged, AllCorrect
7236, 1, 0.833333, 0.833333, abandoned, AllCorrect
7237, 1, 0.873754, 0.873754, merged, AllCorrect
7238, 2, 0.704587, 0.535211, merged, AllCorrect
7239, 1, 0.527778, 0.527778, merged, AllCorrect
7240, 1, 0.000000, 0.000000, merged, AllCorrect
7241, 1, 0.834043, 0.834043, merged, AllCorrect
7242, 5, 0.376586, 0.000000, merged, NotConsensus
7243, 4, 0.606054, 0.000000, merged, AllCorrect
7244, 1, 0.688525, 0.688525, merged, AllCorrect
7245, 1, 0.666667, 0.666667, merged, AllCorrect
7246, 2, 0.877381, 0.850000, merged, AllCorrect
7247, 1, 0.892430, 0.892430, merged, AllCorrect
7248, 1, 0.754967, 0.754967, merged, AllCorrect
7249, 1, 0.874380, 0.874380, merged, AllCorrect
7250, 1, 0.756579, 0.756579, merged, AllCorrect
7251, 2, 0.860823, 0.847059, merged, AllCorrect
7252, 1, 0.873563, 0.873563, abandoned, AllCorrect
7253, 1, 0.848837, 0.848837, merged, AllCorrect
7254, 1, 0.873770, 0.873770, merged, AllCorrect
7256, 1, 0.909091, 0.909091, merged, AllCorrect
7257, 3, 0.883846, 0.862069, merged, AllCorrect
7258, 2, 0.892092, 0.874183, merged, AllCorrect
7259, 1, 0.852321, 0.852321, merged, AllCorrect
7260, 1, 0.932203, 0.932203, merged, AllCorrect
7261, 1, 0.970149, 0.970149, merged, AllCorrect
7262, 1, 0.874388, 0.874388, merged, AllCorrect
7263, 1, 0.866667, 0.866667, merged, AllCorrect
7264, 1, 0.874797, 0.874797, merged, AllCorrect
7265, 1, 0.943299, 0.943299, merged, AllCorrect
7266, 1, 0.875000, 0.875000, merged, AllCorrect
7267, 1, 0.875000, 0.875000, merged, AllCorrect
7268, 2, 0.422481, 0.000000, merged, AllCorrect
7270, 1, 0.898990, 0.898990, merged, AllCorrect
7271, 1, 0.943590, 0.943590, merged, AllCorrect
7274, 1, 0.892857, 0.892857, merged, AllCorrect
7275, 1, 0.538462, 0.538462, merged, AllCorrect
7276, 1, 0.900000, 0.900000, merged, AllCorrect
7277, 1, 0.846154, 0.846154, merged, AllCorrect
7278, 1, 0.909524, 0.909524, merged, AllCorrect
7279, 1, 0.875203, 0.875203, merged, AllCorrect
7280, 1, 0.909739, 0.909739, merged, AllCorrect
7281, 1, 0.000000, 0.000000, merged, AllCorrect
7282, 1, 1.000000, 1.000000, merged, AllCorrect
7283, 1, 0.844920, 0.844920, merged, AllCorrect
7284, 1, 0.872428, 0.872428, merged, AllCorrect
7285, 1, 0.905882, 0.905882, merged, AllCorrect
7286, 1, 0.816054, 0.816054, merged, AllCorrect
7287, 1, 1.000000, 1.000000, merged, AllCorrect
7288, 2, 0.710526, 0.500000, merged, AllCorrect
7289, 2, 0.846640, 0.800000, merged, AllCorrect
7290, 1, 0.845745, 0.845745, merged, AllCorrect
7291, 1, 0.906977, 0.906977, merged, AllCorrect
7292, 1, 0.831224, 0.831224, merged, AllCorrect
7293, 1, 0.784946, 0.784946, merged, AllCorrect
7294, 1, 0.909953, 0.909953, merged, AllCorrect
7295, 2, 0.928868, 0.878788, merged, AllCorrect
7296, 1, 0.959350, 0.959350, merged, AllCorrect
7297, 1, 0.908046, 0.908046, merged, AllCorrect
7298, 1, 0.872951, 0.872951, merged, AllCorrect
7299, 1, 0.812500, 0.812500, merged, AllCorrect
7300, 1, 0.960396, 0.960396, merged, AllCorrect
7301, 1, 0.960591, 0.960591, merged, AllCorrect
7302, 1, 0.544304, 0.544304, merged, AllCorrect
7304, 1, 0.960784, 0.960784, merged, AllCorrect
7305, 1, 0.960976, 0.960976, merged, AllCorrect
7306, 2, 0.271605, 0.000000, merged, AllCorrect
7307, 2, 0.892248, 0.875405, merged, AllCorrect
7308, 1, 0.828571, 0.828571, merged, AllCorrect
7309, 1, 0.741935, 0.741935, merged, AllCorrect
7310, 1, 0.863636, 0.863636, merged, AllCorrect
7311, 1, 0.769231, 0.769231, merged, AllCorrect
7312, 2, 0.893617, 0.787234, merged, AllCorrect
7313, 1, 0.933333, 0.933333, merged, AllCorrect
7314, 2, 0.880799, 0.851485, merged, AllCorrect
7315, 2, 0.893358, 0.875606, merged, AllCorrect
7316, 2, 0.894737, 0.789474, merged, AllCorrect
7317, 1, 0.874194, 0.874194, merged, AllCorrect
7318, 2, 0.906868, 0.879310, merged, AllCorrect
7319, 1, 0.758170, 0.758170, merged, AllCorrect
7320, 1, 0.852273, 0.852273, merged, AllCorrect
7321, 1, 0.853933, 0.853933, merged, AllCorrect
7322, 1, 0.743316, 0.743316, merged, AllCorrect
7323, 1, 0.855556, 0.855556, merged, AllCorrect
7324, 1, 0.744681, 0.744681, merged, AllCorrect
7325, 1, 0.730769, 0.730769, merged, AllCorrect
7327, 2, 1.000000, 1.000000, merged, AllCorrect
7328, 1, 0.843137, 0.843137, merged, AllCorrect
7329, 2, 0.879870, 0.759740, merged, AllCorrect
7330, 1, 0.844660, 0.844660, merged, AllCorrect
7331, 1, 0.857143, 0.857143, merged, AllCorrect
7332, 1, 0.615385, 0.615385, merged, AllCorrect
7333, 1, 0.858696, 0.858696, merged, AllCorrect
7334, 1, 0.874396, 0.874396, merged, AllCorrect
7335, 1, 0.874598, 0.874598, merged, AllCorrect
7336, 2, 0.880645, 0.761290, merged, AllCorrect
7337, 1, 0.846154, 0.846154, merged, AllCorrect
7338, 1, 0.831933, 0.831933, merged, AllCorrect
7339, 2, 1.000000, 1.000000, merged, AllCorrect
7340, 2, 0.484917, 0.421053, abandoned, NotConsensus
7341, 2, 0.484890, 0.410256, abandoned, NotConsensus
7342, 3, 0.581919, 0.404762, abandoned, AllInCorrect
7343, 3, 0.568519, 0.386364, abandoned, NotConsensus
7344, 1, 0.893701, 0.893701, merged, AllCorrect
7345, 1, 1.000000, 1.000000, merged, AllCorrect
7346, 2, 0.636905, 0.523810, merged, NotConsensus
7347, 1, 0.865169, 0.865169, merged, AllCorrect
7348, 1, 0.923077, 0.923077, merged, AllCorrect
7349, 1, 0.847328, 0.847328, merged, AllCorrect
7350, 1, 0.649123, 0.649123, merged, AllCorrect
7351, 3, 0.801796, 0.631579, merged, AllCorrect
7352, 1, 0.650655, 0.650655, merged, AllCorrect
7353, 1, 0.554348, 0.554348, abandoned, AllCorrect
7354, 2, 0.455026, 0.000000, merged, AllCorrect
7355, 1, 0.832636, 0.832636, merged, AllCorrect
7356, 2, 0.694124, 0.428571, merged, AllCorrect
7357, 1, 0.925000, 0.925000, merged, AllCorrect
7358, 2, 0.932540, 0.904762, merged, AllCorrect
7359, 1, 0.886364, 0.886364, merged, AllCorrect
7360, 1, 0.869565, 0.869565, merged, AllCorrect
7361, 1, 0.854167, 0.854167, merged, AllCorrect
7362, 1, 0.840000, 0.840000, merged, AllCorrect
7364, 1, 0.894118, 0.894118, merged, AllCorrect
7366, 1, 0.874799, 0.874799, merged, AllCorrect
7367, 1, 0.875000, 0.875000, merged, AllCorrect
7368, 1, 0.900990, 0.900990, merged, AllCorrect
7369, 1, 0.800000, 0.800000, merged, AllCorrect
7370, 1, 0.875200, 0.875200, merged, AllCorrect
7371, 1, 0.875399, 0.875399, merged, AllCorrect
7372, 1, 0.776119, 0.776119, abandoned, AllCorrect
7373, 1, 0.863946, 0.863946, abandoned, AllCorrect
7374, 1, 0.833333, 0.833333, merged, AllCorrect
7375, 4, 0.673437, 0.000000, abandoned, NotConsensus
7376, 1, 0.800000, 0.800000, merged, AllCorrect
7377, 1, 0.943878, 0.943878, merged, AllCorrect
7378, 1, 0.875598, 0.875598, merged, AllCorrect
7379, 1, 0.910165, 0.910165, merged, AllCorrect
7380, 1, 0.826923, 0.826923, merged, AllCorrect
7381, 1, 0.830986, 0.830986, merged, AllCorrect
7382, 2, 0.880152, 0.865772, merged, AllCorrect
7383, 1, 0.784615, 0.784615, merged, AllCorrect
7384, 1, 0.927203, 0.927203, merged, AllCorrect
7385, 2, 0.905331, 0.902913, merged, AllCorrect
7386, 4, 0.687408, 0.000000, merged, AllCorrect
7387, 2, 0.552297, 0.545455, merged, AllCorrect
7388, 1, 0.563830, 0.563830, merged, AllCorrect
7389, 2, 0.566819, 0.565217, abandoned, AllInCorrect
7390, 1, 0.873469, 0.873469, merged, AllCorrect
7391, 1, 0.818182, 0.818182, merged, AllCorrect
7392, 2, 0.537898, 0.200000, merged, AllCorrect
7393, 2, 0.436992, 0.000000, merged, AllCorrect
7394, 5, 0.471788, 0.000000, merged, AllInCorrect
7395, 1, 0.562500, 0.562500, abandoned, AllCorrect
7396, 1, 1.000000, 1.000000, merged, AllCorrect
7397, 1, 0.779412, 0.779412, abandoned, AllCorrect
7398, 1, 0.777778, 0.777778, abandoned, AllInCorrect
7399, 1, 0.875994, 0.875994, merged, AllCorrect
7400, 2, 0.416667, 0.000000, merged, AllCorrect
7401, 2, 0.836358, 0.812500, merged, AllCorrect
7402, 1, 0.876190, 0.876190, merged, AllCorrect
7403, 1, 0.876387, 0.876387, merged, AllCorrect
7404, 2, 0.903869, 0.828571, merged, AllCorrect
7405, 1, 0.861702, 0.861702, merged, AllCorrect
7406, 1, 0.876777, 0.876777, merged, AllCorrect
7407, 2, 0.858300, 0.842105, merged, AllCorrect
7408, 1, 0.847619, 0.847619, merged, AllCorrect
7409, 1, 0.849057, 0.849057, merged, AllCorrect
7410, 1, 0.748691, 0.748691, merged, AllCorrect
7411, 1, 0.833333, 0.833333, merged, AllCorrect
7412, 1, 0.852941, 0.852941, merged, AllCorrect
7413, 1, 0.875000, 0.875000, merged, AllCorrect
7414, 2, 0.833995, 0.814433, merged, AllCorrect
7415, 1, 1.000000, 1.000000, merged, AllCorrect
7416, 1, 0.876972, 0.876972, merged, AllCorrect
7417, 1, 0.877165, 0.877165, merged, AllCorrect
7418, 1, 0.892857, 0.892857, merged, AllCorrect
7419, 1, 0.727273, 0.727273, merged, AllCorrect
7420, 1, 1.000000, 1.000000, merged, AllCorrect
7421, 1, 0.877358, 0.877358, merged, AllCorrect
7422, 1, 0.762821, 0.762821, merged, AllCorrect
7423, 1, 0.700000, 0.700000, merged, AllCorrect
7424, 1, 0.877551, 0.877551, merged, AllCorrect
7425, 1, 0.854167, 0.854167, merged, AllCorrect
7426, 1, 0.866667, 0.866667, merged, AllCorrect
7428, 1, 0.877743, 0.877743, merged, AllCorrect
7429, 1, 0.878125, 0.878125, merged, AllCorrect
7430, 2, 0.472394, 0.377778, merged, NotConsensus
7431, 2, 0.906357, 0.833333, merged, AllCorrect
7432, 1, 0.857143, 0.857143, merged, AllCorrect
7433, 1, 0.750000, 0.750000, abandoned, AllCorrect
7434, 1, 0.878315, 0.878315, merged, AllCorrect
7435, 1, 0.782609, 0.782609, merged, AllCorrect
7436, 1, 0.763636, 0.763636, merged, AllCorrect
7437, 1, 0.834025, 0.834025, merged, AllCorrect
7438, 3, 0.895049, 0.866667, merged, AllCorrect
7439, 6, 0.779225, 0.000000, merged, NotConsensus
7440, 2, 0.895201, 0.810811, merged, AllCorrect
7441, 1, 1.000000, 1.000000, merged, AllCorrect
7442, 1, 0.834711, 0.834711, merged, AllCorrect
7443, 1, 0.910377, 0.910377, merged, AllCorrect
7444, 1, 0.835391, 0.835391, merged, AllCorrect
7445, 1, 0.836066, 0.836066, merged, AllCorrect
7446, 1, 0.836735, 0.836735, merged, AllCorrect
7447, 1, 1.000000, 1.000000, merged, AllCorrect
7448, 1, 0.950000, 0.950000, merged, AllCorrect
7449, 1, 0.928302, 0.928302, merged, AllCorrect
7451, 3, 0.862605, 0.846154, merged, AllCorrect
7452, 1, 0.652174, 0.652174, merged, AllCorrect
7453, 4, 0.559286, 0.285714, abandoned, NotConsensus
7456, 2, 0.483531, 0.391304, abandoned, NotConsensus
7457, 2, 0.478618, 0.382979, abandoned, AllCorrect
7458, 1, 0.578431, 0.578431, abandoned, AllInCorrect
7459, 2, 0.546408, 0.520000, abandoned, AllCorrect
7460, 2, 0.884636, 0.789474, merged, AllCorrect
7464, 1, 0.859873, 0.859873, merged, AllCorrect
7465, 1, 0.653680, 0.653680, merged, AllCorrect
7467, 2, 0.800595, 0.767857, merged, AllCorrect
7468, 1, 0.960630, 0.960630, merged, AllCorrect
7469, 2, 0.742063, 0.698413, abandoned, AllCorrect
7470, 1, 0.576923, 0.576923, merged, AllCorrect
7471, 1, 0.765152, 0.765152, merged, AllCorrect
7472, 1, 0.580952, 0.580952, abandoned, AllCorrect
7473, 1, 0.655172, 0.655172, merged, AllCorrect
7474, 1, 0.666667, 0.666667, merged, AllCorrect
7475, 6, 0.623061, 0.000000, merged, NotConsensus
7476, 2, 0.856707, 0.750000, merged, AllCorrect
7477, 2, 0.716347, 0.555556, merged, AllCorrect
7478, 1, 0.895349, 0.895349, merged, AllCorrect
7479, 1, 0.910891, 0.910891, merged, AllCorrect
7480, 3, 0.978207, 0.960938, merged, NotConsensus
7483, 2, 0.813746, 0.813333, merged, AllCorrect
7484, 1, 0.886792, 0.886792, merged, AllCorrect
7485, 1, 0.895753, 0.895753, merged, AllCorrect
7486, 1, 0.860759, 0.860759, merged, AllCorrect
7487, 2, 0.651035, 0.487500, merged, NotConsensus
7488, 4, 0.621010, 0.493827, merged, AllCorrect
7489, 2, 0.861742, 0.846154, merged, AllCorrect
7490, 2, 0.885550, 0.835616, merged, AllCorrect
7491, 2, 0.821344, 0.812500, merged, AllCorrect
7492, 3, 0.609788, 0.333333, abandoned, AllInCorrect
7493, 1, 0.944444, 0.944444, merged, AllCorrect
7494, 1, 0.601770, 0.601770, merged, AllCorrect
7495, 3, 0.608242, 0.000000, merged, NotConsensus
7498, 1, 0.888889, 0.888889, merged, AllCorrect
7499, 1, 0.877519, 0.877519, merged, AllCorrect
7500, 1, 0.727273, 0.727273, merged, AllCorrect
7501, 1, 0.764331, 0.764331, merged, AllCorrect
7502, 1, 0.750000, 0.750000, merged, AllCorrect
7503, 2, 0.921296, 0.842593, merged, AllCorrect
7504, 1, 0.861635, 0.861635, merged, AllCorrect
7505, 1, 0.869565, 0.869565, merged, AllCorrect
7506, 1, 0.875000, 0.875000, merged, AllCorrect
7507, 1, 0.896552, 0.896552, merged, AllCorrect
7508, 1, 0.961240, 0.961240, merged, AllCorrect
7509, 1, 0.875193, 0.875193, merged, AllCorrect
7510, 2, 0.874226, 0.836364, merged, AllCorrect
7511, 1, 0.754386, 0.754386, merged, AllCorrect
7512, 1, 0.833333, 0.833333, merged, AllCorrect
7513, 1, 0.896552, 0.896552, merged, AllCorrect
7514, 2, 0.905682, 0.836364, merged, AllCorrect
7515, 2, 0.500000, 0.000000, merged, AllCorrect
7516, 1, 0.910588, 0.910588, merged, AllCorrect
7517, 1, 0.857143, 0.857143, merged, AllCorrect
7518, 1, 0.929104, 0.929104, merged, AllCorrect
7519, 2, 0.697865, 0.586207, merged, AllCorrect
7520, 1, 1.000000, 1.000000, merged, AllCorrect
7521, 3, 0.855177, 0.764706, merged, AllCorrect
7522, 1, 0.837398, 0.837398, merged, AllCorrect
7524, 1, 0.910995, 0.910995, merged, AllCorrect
7525, 1, 0.931818, 0.931818, merged, AllCorrect
7526, 1, 0.911765, 0.911765, merged, AllCorrect
7527, 1, 0.896947, 0.896947, merged, AllCorrect
7528, 1, 0.758621, 0.758621, merged, AllCorrect
7529, 1, 0.913462, 0.913462, merged, AllCorrect
7530, 2, 0.874615, 0.769231, merged, AllCorrect
7531, 2, 0.431373, 0.000000, merged, AllCorrect
7532, 2, 1.000000, 1.000000, merged, AllCorrect
7533, 2, 0.500000, 0.500000, merged, AllCorrect
7534, 1, 0.666667, 0.666667, merged, AllCorrect
7535, 1, 0.714286, 0.714286, merged, AllCorrect
7536, 2, 0.861111, 0.722222, merged, AllCorrect
7537, 1, 0.838542, 0.838542, merged, AllCorrect
7538, 1, 0.875000, 0.875000, merged, AllCorrect
7539, 2, 0.620833, 0.375000, merged, AllCorrect
7540, 2, 0.852612, 0.750000, merged, AllCorrect
7541, 3, 0.840355, 0.545455, merged, NotConsensus
7542, 2, 0.841578, 0.727273, merged, AllCorrect
7543, 3, 0.881551, 0.829268, merged, AllCorrect
7544, 1, 0.809524, 0.809524, merged, AllCorrect
7545, 1, 0.944724, 0.944724, merged, AllCorrect
7546, 2, 0.888889, 0.777778, merged, AllCorrect
7547, 1, 0.863636, 0.863636, merged, AllCorrect
7548, 1, 0.961165, 0.961165, merged, AllCorrect
7549, 1, 0.897338, 0.897338, merged, AllCorrect
7550, 2, 0.600000, 0.400000, merged, AllCorrect
7551, 1, 0.897727, 0.897727, merged, AllCorrect
7552, 2, 0.946356, 0.936508, merged, AllCorrect
7553, 1, 0.929368, 0.929368, merged, AllCorrect
7554, 1, 0.930147, 0.930147, merged, AllCorrect
7555, 2, 0.585965, 0.566667, abandoned, AllCorrect
7556, 1, 0.910798, 0.910798, merged, AllCorrect
7557, 1, 0.875502, 0.875502, merged, AllCorrect
7558, 1, 0.868132, 0.868132, merged, AllCorrect
7559, 1, 0.875385, 0.875385, merged, AllCorrect
7560, 1, 0.875000, 0.875000, merged, AllCorrect
7561, 1, 0.900000, 0.900000, merged, AllCorrect
7562, 1, 0.937500, 0.937500, merged, AllCorrect
7563, 1, 1.000000, 1.000000, merged, AllCorrect
7564, 1, 0.903226, 0.903226, merged, AllCorrect
7565, 1, 0.906250, 0.906250, merged, AllCorrect
7566, 2, 0.868456, 0.867347, merged, AllCorrect
7567, 2, 0.869827, 0.868687, merged, AllCorrect
7568, 1, 0.875576, 0.875576, merged, AllCorrect
7569, 2, 0.874054, 0.872340, merged, AllCorrect
7570, 1, 0.837838, 0.837838, merged, AllCorrect
7571, 1, 0.909091, 0.909091, merged, AllCorrect
7572, 1, 0.837838, 0.837838, merged, AllCorrect
7573, 2, 0.871842, 0.870000, merged, AllCorrect
7574, 1, 0.875957, 0.875957, merged, AllCorrect
7575, 1, 0.871287, 0.871287, merged, AllCorrect
7576, 1, 0.876147, 0.876147, merged, AllCorrect
7578, 1, 1.000000, 1.000000, merged, AllCorrect
7579, 1, 0.876336, 0.876336, merged, AllCorrect
7580, 1, 0.882353, 0.882353, merged, AllCorrect
7581, 1, 0.956522, 0.956522, merged, AllCorrect
7582, 1, 0.876524, 0.876524, merged, AllCorrect
7583, 1, 0.876712, 0.876712, merged, AllCorrect
7584, 1, 0.876900, 0.876900, merged, AllCorrect
7585, 1, 0.898113, 0.898113, merged, AllCorrect
7586, 1, 0.877086, 0.877086, merged, AllCorrect
7587, 1, 0.945274, 0.945274, merged, AllCorrect
7588, 3, 0.977675, 0.956835, merged, AllCorrect
7589, 1, 0.876133, 0.876133, merged, AllCorrect
7590, 1, 0.961353, 0.961353, merged, AllCorrect
7591, 1, 0.876320, 0.876320, merged, AllCorrect
